,number,content,section,Punktzahl,1.0-fach,2.3-fach,3.5-fach,reference,parsed_references,rule,llm_response,query,llm_inputs,llm_calls,prompt_tokens,completion_tokens,total_cost,parsed_code
10,100,"Intraorale Leitungsanästhesie
Wird die Leistung nach der Num -
mer 0090 je Zahn mehr als einmal
berechnet, ist dies in der Rech -
nung zu begründen.
Bei den Leistungen nach den
Nummern 0090 und 0100 sind die
Kosten der verwendeten Anästhe -
tika gesondert berechnungsfähig.",A_Allgemeine_zahnärztliche_Leistungen,70.0,3.94,9.05,13.78,"References: Nummer 0090, Nummer 0100",,Bei den Leistungen nach den Nummern 0090 und 0100 sind die Kosten der verwendeten Anästhetika gesondert berechnungsfähig.,,,,,,,,"
"
11,110,"Zuschlag für die Anwendung eines
Operationsmikroskops bei den
Leistungen nach den Nummern
2195, 2330, 2340, 2360, 2410, 2440,
3020, 3030, 3040, 3045, 3060, 3110,
3120, 3190, 3200, 4090, 4100, 4130,
4133, 9100, 9110, 9120, 9130 und 9170
Der Zuschlag nach der Nummer 0110 ist je Behandlungstag nur ein -
mal und nur mit dem einfachen
Gebührensatz berechnungsfähig.",A_Allgemeine_zahnärztliche_Leistungen,400.0,22.5,51.74,78.74,"References: Nummern 2195, 2330, 2340, 2360, 2410, 2440, 3020, 3030, 3040, 3045, 3060, 3110, 3120, 3190, 3200, 4090, 4100, 4130, 4133, 9100, 9110, 9120, 9130, 9170, Nummer 0110.",,"Der Zuschlag nach der Nummer 0110 ist je Behandlungstag nur ein -
mal und nur mit dem einfachen
Gebührensatz berechnungsfähig.",,,,,,,,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    findall(D, member(service(0110, D, Multiplier, _, _, _, _, _), Services), Dates),
    sort(Dates, SortedDates),
    length(Dates, L1),
    length(SortedDates, L2),
    (L1 \= L2 ; Multiplier \= 1),
    print('Service 0110 can only be billed once per treatment day and only at the simple rate.'),
    true.
"
12,120,"Zuschlag für die Anwendung eines
Lasers bei den Leistungen nach
den Nummern 2410, 3070, 3080,
3210, 3240, 4080, 4090, 4100, 4130, 4133 und 9160
Der Zuschlag nach der Nummer 0120 beträgt 100 v.H. des einfa -
chen Gebührensatzes der betref -
fenden Leistung, jedoch nicht
mehr als 68 Euro. Der Zuschlag
nach der Nummer 0120 ist je Be -
handlungstag nur einmal berech -
nungsfähig.",A_Allgemeine_zahnärztliche_Leistungen,,,,,"References: Nummern 2410, 3070, 3080, 3210, 3240, 4080, 4090, 4100, 4130, 4133, 9160, 0120",,"Zuschlag für die Anwendung eines Lasers bei den Leistungen nach den Nummern 2410, 3070, 3080, 3210, 3240, 4080, 4090, 4100, 4130, 4133 und 9160",,,,,,,,"
"
13,120,"Zuschlag für die Anwendung eines
Lasers bei den Leistungen nach
den Nummern 2410, 3070, 3080,
3210, 3240, 4080, 4090, 4100, 4130, 4133 und 9160
Der Zuschlag nach der Nummer 0120 beträgt 100 v.H. des einfa -
chen Gebührensatzes der betref -
fenden Leistung, jedoch nicht
mehr als 68 Euro. Der Zuschlag
nach der Nummer 0120 ist je Be -
handlungstag nur einmal berech -
nungsfähig.",A_Allgemeine_zahnärztliche_Leistungen,,,,,"References: Nummern 2410, 3070, 3080, 3210, 3240, 4080, 4090, 4100, 4130, 4133, 9160, 0120",,"Der Zuschlag nach der Nummer 0120 beträgt 100 v.H. des einfachen Gebührensatzes der betreffenden Leistung, jedoch nicht mehr als 68 Euro.",,,,,,,,"
"
14,120,"Zuschlag für die Anwendung eines
Lasers bei den Leistungen nach
den Nummern 2410, 3070, 3080,
3210, 3240, 4080, 4090, 4100, 4130, 4133 und 9160
Der Zuschlag nach der Nummer 0120 beträgt 100 v.H. des einfa -
chen Gebührensatzes der betref -
fenden Leistung, jedoch nicht
mehr als 68 Euro. Der Zuschlag
nach der Nummer 0120 ist je Be -
handlungstag nur einmal berech -
nungsfähig.",A_Allgemeine_zahnärztliche_Leistungen,,,,,"References: Nummern 2410, 3070, 3080, 3210, 3240, 4080, 4090, 4100, 4130, 4133, 9160, 0120",,Der Zuschlag nach der Nummer 0120 ist je Behandlungstag nur einmal berechnungsfähig.,,,,,,,,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    findall(D, member(service(0120, D, _, _, _, _, _, _), Services), Dates),
    sort(Dates, SortedDates),
    length(Dates, L1),
    length(SortedDates, L2),
    L1 \= L2,
    print('Service 0120 can only be billed once per treatment day.'),
    true.
"
15,1000,"Erstellung eines Mundhygienesta -
tus und eingehende Unterweisung
zur Vorbeugung gegen Karies und
parodontale Erkrankungen, Dauer
mindestens 25 Minuten",B_Prophylaktische_Leistungen,200.0,11.25,25.87,39.37,The text does not mention any references to other paragraphs.,,Dauer mindestens 25 Minuten,"---
Rule 1:
Thoughts: This rule seems to be about the duration of a service, but there is no information about the duration of a service in the given predicates. Therefore, this rule cannot be translated into Prolog code.
Translation:
```prolog
```
---
Rule 2:
Thoughts: This rule states that the service with the number 1000 can be charged once a year and the service with the number 1010 can be charged three times a year. We can check this by counting the occurrences of these services in the given year.
Translation:
```prolog
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    findall(Service, (member(service(Service, date(Year, _, _), _, _, _, _, _, _), Services), Service = 1000), Services1000),
    length(Services1000, Count1000),
    Count1000 > 1,
    print('Service 1000 is charged more than once in a year.'),
    true.

is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    findall(Service, (member(service(Service, date(Year, _, _), _, _, _, _, _, _), Services), Service = 1010), Services1010),
    length(Services1010, Count1010),
    Count1010 > 3,
    print('Service 1010 is charged more than three times in a year.'),
    true.
```
---
Rule 3:
Thoughts: This rule states that services with numbers 0010, 4000 and 8000 can only be charged in connection with services 1000 and 1010 if they serve other purposes and this is justified in the invoice. We can check this by looking at the justification of these services.
Translation:
```prolog
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(Service, _, _, _, _, _, Justification, _), Services),
    member(Service, [0010, 4000, 8000]),
    not(member(service(1000, _, _, _, _, _, _, _), Services)),
    not(member(service(1010, _, _, _, _, _, _, _), Services)),
    Justification = '',
    print('Service ', Service, ' is charged without justification and without services 1000 or 1010.'),
    true.
```
---
Rule 4:
Thoughts: This rule states that the service with the number 1020 can be charged a maximum of four times a year. We can check this by counting the occurrences of this service in the given year.
Translation:
```prolog
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    findall(Service, (member(service(Service, date(Year, _, _), _, _, _, _, _, _), Services), Service = 1020), Services1020),
    length(Services1020, Count1020),
    Count1020 > 4,
    print('Service 1020 is charged more than four times in a year.'),
    true.
```
---
Rule 5:
Thoughts: This rule seems to be about the use of a custom-made splint as a medication carrier for fluoridation agents and the service with the number 1030. However, there is no information about the use of a custom-made splint in the given predicates. Therefore, this rule cannot be translated into Prolog code.
Translation:
```prolog
```
---
Rule 6:
Thoughts: This rule states that the service with the number 1040 cannot be charged in addition to the services with the numbers 1020, 4050, 4055, 4060, 4070, 4075, 4090 and 4100. We can check this by looking at the services in the invoice.
Translation:
```prolog
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(1040, _, _, _, _, _, _, _), Services),
    member(service(Service, _, _, _, _, _, _, _), Services),
    member(Service, [1020, 4050, 4055, 4060, 4070, 4075, 4090, 4100]),
    print('Service 1040 is charged in addition to service ', Service, '.'),
    true.
```",,"Given this rules from the german GOZ:
---
Dauer mindestens 25 Minuten
---
Die Leistung nach der Nummer 1000 ist innerhalb eines Jahres ein -
mal, die Leistung nach der Nummer 1010 innerhalb eines Jahres dreimal
berechnungsfähig.
---
Im Zu -
sammenhang mit den Leistungen
nach den Nummern 1000 und 1010
sind Leistungen nach den Num -
mern 0010, 4000 und 8000 sowie Be -
ratungen und Untersuchungen
nach der Gebührenordnung für
Ärzte nur dann berechnungsfähig,
wenn diese Leistungen anderen
Zwecken dienen und dies in der
Rechnung begründet wird.
---
Die Leis -
tung nach der Nummer 1020 ist in -
nerhalb eines Jahres höchstens
viermal berechnungsfähig.
---
4. Bei Anwendung einer individuell
gefertigten Schiene als Medika -
mententräger für Fluoridierungsmit -
tel ist die mehr als viermalige
Berechnung der Leistung nach der
Nummer 1030 innerhalb eines Jah -
res in der Rechnung zu begründen.
---
Die Leistung nach der Nummer 1040 ist neben den Leistungen nach den Nummern 1020, 4050, 4055, 4060, 4070, 4075, 4090 und 4100 nicht berechnungsfähig.
---


And this predicates:
```prolog
invoice(
    % A Service is defined trough its Service Number (Service), the date / session when it was rendered, its multiplier, the teeth it is applied to, ...
    [service(Service, date(Year, Month, Day), Multiplier, PointScore, Charge, Description, Justification, [tooth(Area, Postion), ...]), ... ],
    % Billed Material Costs are defined trough the Section of the GOZ which allows its billing, the date / session when it was rendered, its multiplier, ...
    [material_cost(GOZ_Section, date(Year, Month, Day), Multiplier, Count, Charge, Description, Justification, [tooth(Area, Postion), ...]), ... ],
    invoice_date(date(Year, Month, Day)),
    invoice_amount(InvoiceAmount)
).
% Charge = (round(PointValue in Euros * Multiplier * PointScore * 100)) / 100
% A Tooth on which a Service is applied is uniquely defined by the combination of its area and position in this area: tooth(Area, Postion) nummerated after the FDI-Zahnschema
% Area = 1 -> Right upper jaw
% Area = 2 -> Left upper jaw
% Area = 3 -> Left lower jaw
% Area = 4 -> Right lower jaw
% Position is exact position of this tooth in its area (from 1 to 8)
% Example invoice
invoice(
    [
        service(11111, date(2023, 10, 01), 1, 100, 5.62, 'Teeth Cleaning', '', [tooth(1,7)]),
        service(11111, date(2023, 10, 01), 1, 100, 5.62, 'Teeth Cleaning', '', [tooth(1,6)]),
        service(987654, date(2023, 10, 01), 3.5, 200, 39.37, 'Tooth Filling', 'Very time consuming', [tooth(1,7), tooth(1,6)]),
        service(123456, date(2023, 10, 02), 2.3, 150, 19.40, 'Consultation', '', [])
    ],
    [
        material_cost('§ 4 (1)', date(2023, 10, 02), 1, 1, 40.00, 'Fill Material', 'Auslagen', [tooth(1,7), tooth(1,6)])
    ]
    invoice_date(date(2023, 10, 04),
    invoice_amount(110.01)
).
```
The 6 rules indicate conditions and restrictions stated in the GOZ that should be adhered to when creating an invoice.
We want to mark invoices as invalid if they do not adhere to those rules.
Which of those rules can you translate into prolog code given following restriction:
Only translate the rules as they are, do not include any examples.
Be as accurate as possible.
You must be able to exactly define every new predicate based on the given ones.
Do not make any assumptions which are not given.
Translate the rules where a translation given the restrictions is possible.
To determine if an invoice is correct, use the predicate 
```prolog
is_invoice_invalid(Invoice) : -
    Invoice = invoice(Services, Material_Costs, invoice_date(date(Year, Month, Day), invoice_amount(InvoiceAmount)),
    % The corresponding rule (only one rule for each predicate)
    % Please double check that the prolog code you write in here is semantically equivalent to the rule in the text.
    print(...), % When rule is not fulfilled and therefore the invoice is invalid, print the reason for the invalidity of the invoice
    true. % Then the invoice is invalid.
```
Use this predicate to check each rule individually. Before you translate a rule, think about it.
Expected format:
---
Rule 1:
Thoughts: ...
Translation:
```prolog
% code here (is_invoice_invalid/1 predicate with potential helper predicates for this rule)
```
---
Rule 2:
Thoughts: ...
Translation:
```prolog
% code here (is_invoice_invalid/1 predicate with potential helper predicates for this rule)
```
---
... 

When you can not translate leaf the code section empty like this:
---
Rule X:
Thoughts: ...
Translation:
```prolog
```
---

So you should have a block for each of the 6 given rules at the end.
For translated rules include print statements, so that the user can see the reason for the invalidity of the invoice.
When you calculate with currencies, always round the result to two digits with round(X*100)/100 and always calculate in Euros (even after summation).
I only want to have exactly defined rules.
First, think step by step how you would translate a rule, then translate it. Explain your thoughts step by step.",1.0,1469.0,920.0,0.09927,"
"
16,1010,"Kontrolle des Übungserfolges ein -
schließlich weiterer Unterweisung,
Dauer mindestens 15 Minuten",B_Prophylaktische_Leistungen,100.0,5.62,12.94,19.68,The text does not mention any references to other paragraphs.,,,,,,,,,,
17,1020,"Lokale Fluoridierung zur Verbesse -
rung der Zahnhartsubstanz, zur Ka -
riesvorbeugung und -behandlung,
mit Lack oder Gel, je Sitzung
Die Leistung nach der Nummer 1000 ist innerhalb eines Jahres ein -
mal, die Leistung nach der Nummer 1010 innerhalb eines Jahres dreimal
berechnungsfähig. Die Leistungen
umfassen die Erhebung von Mund -
hygiene-Indizes, das Anfärben der
Zähne, die praktische Unterweisung
mit individuellen Übungen und die
Motivierung des Patienten. Im Zu -
sammenhang mit den Leistungen
nach den Nummern 1000 und 1010
sind Leistungen nach den Num -
mern 0010, 4000 und 8000 sowie Be -
ratungen und Untersuchungen
nach der Gebührenordnung für
Ärzte nur dann berechnungsfähig,
wenn diese Leistungen anderen
Zwecken dienen und dies in der
Rechnung begründet wird. Die Leis -
tung nach der Nummer 1020 ist in -
nerhalb eines Jahres höchstens
viermal berechnungsfähig.",B_Prophylaktische_Leistungen,50.0,2.81,6.47,9.84,"References: Nummer 1000, Nummer 1010, Nummer 0010, Nummer 4000, Nummer 8000, Nummer 1020",,"Die Leistung nach der Nummer 1000 ist innerhalb eines Jahres ein -
mal, die Leistung nach der Nummer 1010 innerhalb eines Jahres dreimal
berechnungsfähig.",,,,,,,,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    findall(Service, (member(service(Service, date(Year, _, _), _, _, _, _, _, _), Services), Service = 1000), Services1000),
    length(Services1000, Count1000),
    Count1000 > 1,
    print('Service 1000 is charged more than once in a year.'),
    true.

is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    findall(Service, (member(service(Service, date(Year, _, _), _, _, _, _, _, _), Services), Service = 1010), Services1010),
    length(Services1010, Count1010),
    Count1010 > 3,
    print('Service 1010 is charged more than three times in a year.'),
    true.
"
18,1020,"Lokale Fluoridierung zur Verbesse -
rung der Zahnhartsubstanz, zur Ka -
riesvorbeugung und -behandlung,
mit Lack oder Gel, je Sitzung
Die Leistung nach der Nummer 1000 ist innerhalb eines Jahres ein -
mal, die Leistung nach der Nummer 1010 innerhalb eines Jahres dreimal
berechnungsfähig. Die Leistungen
umfassen die Erhebung von Mund -
hygiene-Indizes, das Anfärben der
Zähne, die praktische Unterweisung
mit individuellen Übungen und die
Motivierung des Patienten. Im Zu -
sammenhang mit den Leistungen
nach den Nummern 1000 und 1010
sind Leistungen nach den Num -
mern 0010, 4000 und 8000 sowie Be -
ratungen und Untersuchungen
nach der Gebührenordnung für
Ärzte nur dann berechnungsfähig,
wenn diese Leistungen anderen
Zwecken dienen und dies in der
Rechnung begründet wird. Die Leis -
tung nach der Nummer 1020 ist in -
nerhalb eines Jahres höchstens
viermal berechnungsfähig.",B_Prophylaktische_Leistungen,50.0,2.81,6.47,9.84,"References: Nummer 1000, Nummer 1010, Nummer 0010, Nummer 4000, Nummer 8000, Nummer 1020",,"Im Zu -
sammenhang mit den Leistungen
nach den Nummern 1000 und 1010
sind Leistungen nach den Num -
mern 0010, 4000 und 8000 sowie Be -
ratungen und Untersuchungen
nach der Gebührenordnung für
Ärzte nur dann berechnungsfähig,
wenn diese Leistungen anderen
Zwecken dienen und dies in der
Rechnung begründet wird.",,,,,,,,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(Service, _, _, _, _, _, Justification, _), Services),
    member(Service, [0010, 4000, 8000]),
    \+(member(service(1000, _, _, _, _, _, _, _), Services)),
    \+(member(service(1010, _, _, _, _, _, _, _), Services)),
    Justification = '',
    print('Service ', Service, ' is charged without justification and without services 1000 or 1010.'),
    true.
"
19,1020,"Lokale Fluoridierung zur Verbesse -
rung der Zahnhartsubstanz, zur Ka -
riesvorbeugung und -behandlung,
mit Lack oder Gel, je Sitzung
Die Leistung nach der Nummer 1000 ist innerhalb eines Jahres ein -
mal, die Leistung nach der Nummer 1010 innerhalb eines Jahres dreimal
berechnungsfähig. Die Leistungen
umfassen die Erhebung von Mund -
hygiene-Indizes, das Anfärben der
Zähne, die praktische Unterweisung
mit individuellen Übungen und die
Motivierung des Patienten. Im Zu -
sammenhang mit den Leistungen
nach den Nummern 1000 und 1010
sind Leistungen nach den Num -
mern 0010, 4000 und 8000 sowie Be -
ratungen und Untersuchungen
nach der Gebührenordnung für
Ärzte nur dann berechnungsfähig,
wenn diese Leistungen anderen
Zwecken dienen und dies in der
Rechnung begründet wird. Die Leis -
tung nach der Nummer 1020 ist in -
nerhalb eines Jahres höchstens
viermal berechnungsfähig.",B_Prophylaktische_Leistungen,50.0,2.81,6.47,9.84,"References: Nummer 1000, Nummer 1010, Nummer 0010, Nummer 4000, Nummer 8000, Nummer 1020",,"Die Leis -
tung nach der Nummer 1020 ist in -
nerhalb eines Jahres höchstens
viermal berechnungsfähig.",,,,,,,,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    findall(Service, (member(service(Service, date(Year, _, _), _, _, _, _, _, _), Services), Service = 1020), Services1020),
    length(Services1020, Count1020),
    Count1020 > 4,
    print('Service 1020 is charged more than four times in a year.'),
    true.
"
20,1030,"Lokale Anwendung von Medika -
menten zur Kariesvorbeugung
oder initialen Kariesbehandlung
mit einer individuell gefertigten
Schiene als Medikamententräger,
je Kiefer
1. Die Herstellung einer individuell
angefertigten Schiene als Medika -
mententräger (z.B. Tiefziehschiene)
ist gesondert berechnungsfähig.
2. Mit der Gebühr sind die Kosten
für das verwendete Medikament
abgegolten.
3. Die Anwendung eines konfek -
tionierten Löffels als Medikamen -
tenträger erfüllt nicht den Inhalt
der Leistung nach der Nummer
1030.
4. Bei Anwendung einer individuell
gefertigten Schiene als Medika -
mententräger für Fluoridierungsmit -
tel ist die mehr als viermalige
Berechnung der Leistung nach der
Nummer 1030 innerhalb eines Jah -
res in der Rechnung zu begründen.",B_Prophylaktische_Leistungen,90.0,5.06,11.64,17.72,References: Nummer 1030,,"4. Bei Anwendung einer individuell
gefertigten Schiene als Medika -
mententräger für Fluoridierungsmit -
tel ist die mehr als viermalige
Berechnung der Leistung nach der
Nummer 1030 innerhalb eines Jah -
res in der Rechnung zu begründen.",,,,,,,,"
"
21,1040,"Professionelle Zahnreinigung
Die Leistung umfasst das Entfer -
nen der supragingivalen/gingivalen
Beläge auf Zahn- und Wurzelober-
flächen einschließlich Reinigung
der Zahnzwischenräume, das
Entfernen des Biofilms, die Ober -
flächenpolitur und geeignete Flu-
oridierungsmaßnahmen, je Zahn
oder Implantat oder Brücken -
glied. Die Leistung nach der
Nummer 1040 ist neben den Leis -
tungen nach den Nummern 1020,
4050, 4055, 4060, 4070, 4075, 4090
und 4100 nicht berechnungsfähig .",B_Prophylaktische_Leistungen,28.0,1.57,3.62,5.51,"References: Nummer 1040, Nummer 1020, Nummer 4050, Nummer 4055, Nummer 4060, Nummer 4070, Nummer 4075, Nummer 4090, Nummer 4100.",,"Die Leistung nach der Nummer 1040 ist neben den Leistungen nach den Nummern 1020, 4050, 4055, 4060, 4070, 4075, 4090 und 4100 nicht berechnungsfähig.",,,,,,,,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(1040, _, _, _, _, _, _, _), Services),
    member(service(Service, _, _, _, _, _, _, _), Services),
    member(Service, [1020, 4050, 4055, 4060, 4070, 4075, 4090, 4100]),
    print('Service 1040 is charged in addition to service ', Service, '.'),
    true.
"
22,2000,"Versiegelung von kariesfreien
Zahnfissuren mit aushärtenden
Kunststoffen, auch Glattflächen -
versiegelung, je Zahn",C_Konservierende_Leistungen,90.0,5.06,11.64,17.72,The text does not mention any references to other paragraphs.,,,,,,,,,,
23,2010,"Behandlung überempfindlicher
Zahnflächen, je Kiefer",C_Konservierende_Leistungen,50.0,2.81,6.47,9.84,The text provided does not contain any references to other paragraphs.,,,,,,,,,,
24,2020,"Temporärer speicheldichter Ver -
schluss einer Kavität",C_Konservierende_Leistungen,98.0,5.51,12.68,19.29,The text provided does not contain any references to other paragraphs.,,,,,,,,,,
25,2030,"Besondere Maßnahmen beim Prä -
parieren oder Füllen von Kavitäten
(z.B. Separieren, Beseitigen stören -
den Zahnfleisches, Stillung einer
übermäßigen Papillenblutung), je
Kieferhälfte oder Frontzahnbe -
reich
Die Leistung nach der Nummer 2030 ist je Sitzung für eine Kiefer -
hälfte oder einen Frontzahnbereich
höchstens einmal für besondere
Maßnahmen beim Präparieren
und höchstens einmal für beson -
dere Maßnahmen beim Füllen von
Kavitäten berechnungsfähig.",C_Konservierende_Leistungen,65.0,3.66,8.41,12.8,The text does not contain any references to other paragraphs.,,Die Leistung nach der Nummer 2030 ist je Sitzung für eine Kieferhälfte oder einen Frontzahnbereich höchstens einmal für besondere Maßnahmen beim Präparieren und höchstens einmal für besondere Maßnahmen beim Füllen von Kavitäten berechnungsfähig.,"The Prolog code should be inside code blocks, like this:
```prolog
your code here
```
",Error,,,,,,
26,2040,"Anlegen von Spanngummi, je Kie -
ferhälfte oder Frontzahnbereich",C_Konservierende_Leistungen,65.0,3.66,8.41,12.8,The text provided does not contain any references to other paragraphs.,,,,,,,,,,
27,2050,"Präparieren einer Kavität und
Restauration mit plastischem Fül -
lungsmaterial einschließlich Unter -
füllung, Anlegen einer Matrize
oder Benutzen anderer Hilfsmittel
zur Formung der Füllung, einflächig",C_Konservierende_Leistungen,213.0,11.98,27.55,41.93,The text does not mention any references to other paragraphs.,,,,,,,,,,
28,2060,"Präparieren einer Kavität und Res -
tauration mit Kompositmaterialien,
in Adhäsivtechnik (Konditionieren),
einflächig, gegebenenfalls ein -
schließlich Mehrschichttechnik,
einschließlich Polieren, gegebe -
nenfalls einschließlich Verwen -
dung von Inserts",C_Konservierende_Leistungen,527.0,29.64,68.17,103.74,The text does not mention any references to other paragraphs.,,,,,,,,,,
29,2070,"Präparieren einer Kavität und
Restauration mit plastischem Fül -
lungsmaterial einschließlich Unter -
füllung, Anlegen einer Matrize oder
Benutzen anderer Hilfsmittel zur For -
mung der Füllung, zweiflächig",C_Konservierende_Leistungen,242.0,13.61,31.3,47.64,The text does not mention any references to other paragraphs.,,,,,,,,,,
30,2080,"Präparieren einer Kavität und Res -
tauration mit Kompositmaterialien,
in Adhäsivtechnik (Konditionieren),
zweiflächig, gegebenenfalls ein -
schließlich Mehrschichttechnik,
einschließlich Polieren, gegebe -
nenfalls einschließlich Verwendung
von Inserts",C_Konservierende_Leistungen,556.0,31.27,71.92,109.45,The text does not mention any references to other paragraphs.,,,,,,,,,,
31,2090,"Präparieren einer Kavität und
Restauration mit plastischem Fül -
lungsmaterial einschließlich Unter -
füllung, Anlegen einer Matrize oder
Benutzen anderer Hilfsmittel zur For -
mung der Füllung, dreiflächig",C_Konservierende_Leistungen,297.0,16.7,38.42,58.46,The text does not mention any references to other paragraphs.,,,,,,,,,,
32,2100,"Präparieren einer Kavität und Res -
tauration mit Kompositmaterialien,
in Adhäsivtechnik (Konditionieren),
dreiflächig, gegebenenfalls ein -
schließlich Mehrschichttechnik,
einschließlich Polieren, gegebe -
nenfalls einschließlich Verwendung
von Inserts",C_Konservierende_Leistungen,642.0,36.11,83.05,126.38,The text does not mention any references to other paragraphs.,,,,,,,,,,
33,2110,"Präparieren einer Kavität und Res -
tauration mit plastischem Füllungs -
material einschließlich Unterfüllung,
Anlegen einer Matrize oder Benut -
zen anderer Hilfsmittel zur Formung
der Füllung, mehr als dreiflächig",C_Konservierende_Leistungen,319.0,17.94,41.26,62.79,The text does not mention any references to other paragraphs.,,,,,,,,,,
34,2120,"Präparieren einer Kavität und
Restauration mit Kompositmate -
rialien, in Adhäsivtechnik (Kondi -
tionieren), mehr als dreiflächig,
gegebenenfalls einschließlich
Mehrschichttechnik, einschließ -
lich Polieren, gegebenenfalls
einschließlich Verwendung von
Inserts",C_Konservierende_Leistungen,770.0,43.31,99.6,151.57,The text does not mention any references to other paragraphs.,,,,,,,,,,
35,2130,"Kontrolle, Finieren/Polieren einer
Restauration in separater Sitzung,
auch Nachpolieren einer vorhan -
denen Restauration",C_Konservierende_Leistungen,104.0,5.85,13.45,20.47,The text does not mention any references to other paragraphs.,,,,,,,,,,
36,2150,"Einlagefüllung, einflächig",C_Konservierende_Leistungen,1141.0,64.17,147.6,224.6,The text provided does not contain any references to other paragraphs.,,,,,,,,,,
37,2160,"Einlagefüllung, zweiflächig",C_Konservierende_Leistungen,1356.0,76.26,175.41,266.93,The text provided does not contain any references to other paragraphs.,,,,,,,,,,
38,2170,"Einlagefüllung, mehr als zweiflä -
chig",C_Konservierende_Leistungen,1709.0,96.12,221.07,336.41,The text provided does not contain any references to other paragraphs.,,,,,,,,,,
39,2180,"Vorbereitung eines zerstörten Zah -
nes mit plastischem Aufbaumate -
rial zur Aufnahme einer Krone",C_Konservierende_Leistungen,150.0,8.44,19.4,29.53,The text provided does not mention any references to other paragraphs.,,,,,,,,,,
40,2190,"Vorbereitung eines zerstörten Zah -
nes durch gegossenen Aufbau mit
Stiftverankerung zur Aufnahme
einer Krone",C_Konservierende_Leistungen,450.0,25.31,58.21,88.58,The text does not mention any references to other paragraphs.,,,,,,,,,,
41,2195,"Vorbereitung eines zerstörten Zah -
nes durch einen Schraubenaufbau
oder Glasfaserstift o.Ä. zur Auf -
nahme einer Krone
Die Leistungen nach den Num -
mern 2180, 2190 oder 2195 sind
neben den Leistungen nach den
Nummern 2150 bis 2170 nicht be -
rechnungsfähig.
Die Leistung nach der Nummer 2180 ist neben der Leistung nach
der Nummer 2190 nicht berech -
nungsfähig. Die Leistung nach der
Nummer 2195 ist neben der Leis -
tung nach der Nummer 2180 be -
rechnungsfähig. Die Leistungen
nach den Nummern 2180, 2190
und/oder die Leistung nach der
Nummer 2195 ist je Zahn nur jeweils
einmal berechnungsfähig. Die Kos -
ten für die Verankerungselemente
sind gesondert berechnungsfähig.",C_Konservierende_Leistungen,300.0,16.87,38.81,59.05,"References: Nummern 2180, 2190, 2195, 2150 bis 2170",,"Die Leistungen nach den Nummern 2180, 2190 oder 2195 sind neben den Leistungen nach den Nummern 2150 bis 2170 nicht berechnungsfähig.",,,,,,,,
42,2195,"Vorbereitung eines zerstörten Zah -
nes durch einen Schraubenaufbau
oder Glasfaserstift o.Ä. zur Auf -
nahme einer Krone
Die Leistungen nach den Num -
mern 2180, 2190 oder 2195 sind
neben den Leistungen nach den
Nummern 2150 bis 2170 nicht be -
rechnungsfähig.
Die Leistung nach der Nummer 2180 ist neben der Leistung nach
der Nummer 2190 nicht berech -
nungsfähig. Die Leistung nach der
Nummer 2195 ist neben der Leis -
tung nach der Nummer 2180 be -
rechnungsfähig. Die Leistungen
nach den Nummern 2180, 2190
und/oder die Leistung nach der
Nummer 2195 ist je Zahn nur jeweils
einmal berechnungsfähig. Die Kos -
ten für die Verankerungselemente
sind gesondert berechnungsfähig.",C_Konservierende_Leistungen,300.0,16.87,38.81,59.05,"References: Nummern 2180, 2190, 2195, 2150 bis 2170",,Die Leistung nach der Nummer 2180 ist neben der Leistung nach der Nummer 2190 nicht berechnungsfähig.,,,,,,,,
